,SigC800,SigBr730,EpsC800,EpsBr730
0,0.48282057680189605,0.7081417288165539,0.33846516236662866,1.3840553145855665
1,0.1935934066772461,0.32408069893717767,0.696430196762085,2.360421299934387
2,0.42141746878623965,0.571667754650116,0.1786268734931946,1.8946914672851562
3,0.7109565138816833,0.4615366309881211,0.7854165208339691,2.8559510707855225
4,0.6255030870437622,0.5182969361543656,0.5301580500602722,2.747691035270691
5,0.35266984105110166,0.34047324657440187,0.38280318796634677,1.505818247795105
6,0.27934094667434695,0.6562564164400101,0.9828515303134918,2.2195377349853516
7,0.5524482607841491,0.2023543754592538,0.10432130306959152,1.0240213330835104
8,0.5819316744804383,0.598606950044632,0.8904586446285248,1.7481880187988281
9,0.2363077372312546,0.4337589725852013,0.02335648633539677,2.506296396255493
10,0.3129324853420258,0.7369943737983704,0.608120231628418,1.221958965063095
11,0.6588682651519775,0.29606807157397275,0.47984270453453065,2.0264843702316284
12,0.7421908736228943,0.6150157660245896,0.22368803918361665,2.385507583618164
13,0.37546146512031553,0.24389687329530718,0.8112807810306549,1.361900120973587
14,0.1532769525423646,0.4778283804655075,0.30888140261173247,2.8981257677078247
15,0.5202804565429687,0.3806394323706627,0.655298764705658,1.8593512773513794
16,0.49049277305603023,0.4929248452186585,0.05270765826106072,2.1734461784362793
17,0.18251531571149826,0.3999604538083077,0.9198134052753448,1.0720684975385666
18,0.40437024235725405,0.6300661385059357,0.4498933333158493,2.6689144372940063
19,0.7126595377922058,0.2631800677627325,0.5781674432754517,1.5826431512832642
20,0.650753116607666,0.7176776140928269,0.8407834422588348,1.9428582191467285
21,0.32167019248008727,0.28098413795232774,0.2531941175460815,2.809735059738159
22,0.24471584558486936,0.5793194979429246,0.6254373335838318,1.4610007405281067
23,0.5740728735923767,0.41869607716798785,0.27901637911796573,2.281521201133728
24,0.5415201544761657,0.6755685210227966,0.726260085105896,2.9443172216415405
25,0.28964648544788363,0.21744192130863668,0.36829847514629366,1.811205267906189
26,0.36271904110908504,0.5375879943370819,0.7559456360340119,2.4644436836242676
27,0.6149045705795287,0.3555314868688584,0.1491523963212967,1.2849146723747253
28,0.6842015147209167,0.5565759450197221,0.41278439402580264,1.173936516046524
29,0.44872178435325616,0.4422120034694672,0.5601428484916687,2.072555184364319
30,0.22064137011766433,0.6930877476930619,0.07493818312883377,1.6713271141052246
31,0.45639517307281496,0.30480215549469,0.9534649932384491,2.5851128101348877
32,0.46596733331680296,0.564272403717041,0.6004804539680481,2.2536416053771973
33,0.21160929054021835,0.46808638870716096,0.48751519322395326,1.4960219264030457
34,0.43856427669525144,0.7026641547679902,0.8827868568897247,2.780115485191345
35,0.6926470756530761,0.33040804341435437,0.03099743589758873,1.9751018285751343
36,0.605140221118927,0.6494108289480209,0.28589641392230986,1.6165690422058105
37,0.3718516230583191,0.20949573125690224,0.6782510423660278,2.6396877765655518
38,0.2999961912631989,0.5122360318899155,0.20073460787534714,1.1037060543894768
39,0.532974100112915,0.3462425827980042,0.8342650687694549,2.142968773841858
40,0.5639154195785522,0.7424951553344727,0.17098614662885667,2.6141144037246704
41,0.25316120088100436,0.2897385962307453,0.7930880749225616,1.63726007938385
42,0.33124226331710815,0.6060168564319611,0.3307924473285675,2.1032347679138184
43,0.6417212605476379,0.4271819725632668,0.7040702080726623,1.1424629986286163
44,0.7230093240737915,0.4838871866464615,0.9598674762248993,1.2502330243587494
45,0.39582395553588867,0.37489327341318135,0.1272745007276535,2.4925941228866577
46,0.17275090143084526,0.6218340784311295,0.5072055387496948,1.7786297798156738
47,0.499625551700592,0.23677010573446752,0.40578841030597684,2.973658323287964
48,0.5099674344062805,0.6412263691425324,0.7635856473445892,1.058001346886158
